code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,total_vle_used,total_clicks,total_assessments,attempted_assessment,non_attempted_assessment,average_score
FFF,2013J,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-156.0,,13.0,28.0,0.0,0.0,0.0,0.0
FFF,2013J,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-143.0,,153.0,3957.0,12.0,12.0,0.0,87.67
FFF,2013J,F,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-144.0,,55.0,867.0,10.0,10.0,0.0,56.0
FFF,2013J,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-149.0,,216.0,4133.0,12.0,12.0,0.0,71.08
FFF,2013J,M,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-196.0,,108.0,1729.0,12.0,12.0,0.0,70.42
FFF,2013J,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,180,N,Withdrawn,-109.0,84.0,65.0,1287.0,4.0,4.0,0.0,80.0
FFF,2013J,F,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-144.0,,169.0,3409.0,12.0,12.0,0.0,88.83
FFF,2013J,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-149.0,,321.0,4952.0,12.0,12.0,0.0,88.33
FFF,2013J,M,London Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,-117.0,,110.0,2058.0,12.0,12.0,0.0,67.33
FFF,2013J,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,-195.0,,179.0,6171.0,12.0,12.0,0.0,89.83
FFF,2013J,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-149.0,,20.0,85.0,0.0,0.0,0.0,0.0
FFF,2013J,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn,-154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FFF,2013J,M,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-196.0,,121.0,2619.0,12.0,12.0,0.0,61.0
FFF,2013J,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-195.0,-117.0,0.0,0.0,0.0,0.0,0.0,0.0
FFF,2013J,M,North Region,A Level or Equivalent,10-20,35-55,0,120,N,Pass,-149.0,,142.0,3512.0,12.0,12.0,0.0,76.5
FFF,2013J,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-195.0,,128.0,2863.0,12.0,12.0,0.0,82.08
FFF,2013J,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,-67.0,,139.0,3347.0,12.0,12.0,0.0,87.25
FFF,2013J,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-72.0,,136.0,2609.0,12.0,12.0,0.0,59.17
FFF,2013J,M,London Region,HE Qualification,20-30%,0-35,0,120,N,Distinction,-184.0,,249.0,6355.0,12.0,12.0,0.0,88.42
FFF,2013J,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-92.0,166.0,35.0,411.0,3.0,3.0,0.0,74.0
FFF,2013J,M,Scotland,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-162.0,,71.0,1921.0,5.0,5.0,0.0,73.4
FFF,2013J,M,Wales,A Level or Equivalent,10-20,0-35,0,120,N,Fail,-173.0,,56.0,488.0,5.0,5.0,0.0,67.2
FFF,2013J,M,North Western Region,A Level or Equivalent,40-50%,35-55,0,120,N,Pass,-67.0,,143.0,3809.0,12.0,12.0,0.0,86.92
FFF,2013J,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,-60.0,,154.0,2646.0,12.0,12.0,0.0,71.42
FFF,2013J,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-138.0,26.0,20.0,187.0,1.0,1.0,0.0,66.0
FFF,2013J,M,Scotland,Lower Than A Level,40-50%,0-35,0,90,Y,Withdrawn,-65.0,199.0,29.0,202.0,1.0,1.0,0.0,86.0
FFF,2013J,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-72.0,,25.0,118.0,1.0,1.0,0.0,76.0
FFF,2013J,M,South West Region,Lower Than A Level,10-20,35-55,0,180,Y,Withdrawn,-59.0,38.0,34.0,179.0,1.0,1.0,0.0,74.0
FFF,2013J,F,East Anglian Region,HE Qualification,90-100%,0-35,0,60,N,Withdrawn,-191.0,101.0,41.0,551.0,4.0,4.0,0.0,81.75
FFF,2013J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-144.0,,116.0,1644.0,12.0,12.0,0.0,75.67
FFF,2013J,M,London Region,A Level or Equivalent,30-40%,0-35,0,150,N,Withdrawn,-73.0,184.0,65.0,860.0,4.0,4.0,0.0,53.75
FFF,2013J,M,North Western Region,A Level or Equivalent,10-20,0-35,0,150,N,Fail,-102.0,,114.0,2560.0,11.0,11.0,0.0,76.18
FFF,2013J,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-148.0,,129.0,2835.0,12.0,12.0,0.0,84.25
FFF,2013J,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-157.0,,47.0,630.0,3.0,3.0,0.0,66.33
FFF,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,Fail,-130.0,,8.0,59.0,0.0,0.0,0.0,0.0
FFF,2013J,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-101.0,,134.0,1952.0,12.0,12.0,0.0,83.58
FFF,2013J,M,Wales,HE Qualification,40-50%,0-35,0,60,N,Pass,-172.0,,125.0,3331.0,12.0,12.0,0.0,81.17
FFF,2013J,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,-85.0,,53.0,589.0,2.0,2.0,0.0,81.5
FFF,2013J,M,North Western Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-53.0,,206.0,5196.0,12.0,12.0,0.0,71.25
FFF,2013J,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-195.0,97.0,48.0,827.0,3.0,3.0,0.0,69.33
FFF,2013J,M,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-195.0,62.0,45.0,501.0,2.0,2.0,0.0,69.0
FFF,2013J,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-106.0,,172.0,3098.0,12.0,12.0,0.0,71.75
FFF,2013J,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-121.0,,117.0,2887.0,12.0,12.0,0.0,79.75
FFF,2013J,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-89.0,,98.0,2278.0,12.0,12.0,0.0,85.42
FFF,2013J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-149.0,227.0,65.0,766.0,5.0,5.0,0.0,76.2
FFF,2013J,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-148.0,,109.0,2015.0,12.0,12.0,0.0,80.83
FFF,2013J,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-193.0,,143.0,4351.0,12.0,12.0,0.0,69.17
FFF,2013J,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,Y,Fail,-144.0,,102.0,2571.0,12.0,12.0,0.0,74.25
FFF,2013J,F,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-149.0,,156.0,3986.0,12.0,12.0,0.0,82.17
FFF,2013J,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass,-193.0,,314.0,2665.0,11.0,11.0,0.0,79.18
FFF,2013J,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,-38.0,44.0,11.0,29.0,0.0,0.0,0.0,0.0
FFF,2013J,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-185.0,,193.0,5109.0,12.0,12.0,0.0,89.75
FFF,2013J,F,London Region,No Formal quals,10-20,0-35,0,120,N,Pass,-148.0,,214.0,7015.0,12.0,12.0,0.0,84.42
FFF,2013J,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn,-144.0,114.0,53.0,628.0,3.0,3.0,0.0,70.33
FFF,2013J,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FFF,2013J,M,Wales,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn,-190.0,-65.0,0.0,0.0,0.0,0.0,0.0,0.0
FFF,2013J,M,Ireland,Lower Than A Level,70-80%,0-35,0,90,N,Withdrawn,-71.0,234.0,41.0,527.0,5.0,5.0,0.0,88.8
FFF,2013J,M,South East Region,A Level or Equivalent,70-80%,35-55,0,90,N,Pass,-191.0,,156.0,3580.0,11.0,11.0,0.0,84.09
FFF,2013J,M,East Anglian Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,-107.0,,67.0,477.0,4.0,4.0,0.0,0.0
FFF,2013J,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-30.0,,153.0,3172.0,11.0,11.0,0.0,74.09
FFF,2013J,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,-92.0,,104.0,1683.0,12.0,12.0,0.0,81.17
FFF,2013J,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-149.0,,150.0,4059.0,12.0,12.0,0.0,78.58
FFF,2013J,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,Fail,-127.0,,58.0,602.0,2.0,2.0,0.0,61.0
FFF,2013J,M,Ireland,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,-59.0,,110.0,1790.0,12.0,12.0,0.0,88.75
FFF,2013J,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,-138.0,,57.0,902.0,2.0,2.0,0.0,66.0
FFF,2013J,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,-138.0,,52.0,643.0,2.0,2.0,0.0,77.0
FFF,2013J,M,South Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,-150.0,129.0,130.0,3168.0,4.0,4.0,0.0,70.0
FFF,2013J,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-43.0,,67.0,669.0,1.0,1.0,0.0,70.0
FFF,2013J,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-190.0,,161.0,3553.0,12.0,12.0,0.0,70.83
FFF,2013J,M,Wales,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,-90.0,,162.0,5058.0,12.0,12.0,0.0,75.08
FFF,2013J,M,South West Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,-191.0,67.0,3.0,6.0,0.0,0.0,0.0,0.0
FFF,2013J,M,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-124.0,,159.0,5051.0,12.0,12.0,0.0,82.67
FFF,2013J,M,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-85.0,,51.0,300.0,2.0,2.0,0.0,66.0
FFF,2013J,M,Ireland,A Level or Equivalent,90-100%,0-35,0,70,Y,Pass,-58.0,,83.0,1422.0,12.0,12.0,0.0,56.0
FFF,2013J,M,London Region,A Level or Equivalent,0-10%,0-35,0,90,N,Fail,-100.0,,57.0,663.0,2.0,2.0,0.0,69.0
FFF,2013J,F,South Region,HE Qualification,70-80%,0-35,0,180,N,Withdrawn,-144.0,110.0,84.0,1944.0,3.0,3.0,0.0,85.67
FFF,2013J,M,Wales,Lower Than A Level,60-70%,0-35,0,90,N,Pass,-136.0,,84.0,2480.0,12.0,12.0,0.0,62.58
FFF,2013J,M,Yorkshire Region,HE Qualification,60-70%,0-35,0,60,N,Fail,-127.0,,97.0,1939.0,12.0,12.0,0.0,50.33
FFF,2013J,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-191.0,,63.0,755.0,2.0,2.0,0.0,49.0
FFF,2013J,M,South West Region,A Level or Equivalent,60-70%,55<=,0,240,N,Pass,-59.0,,152.0,3422.0,12.0,12.0,0.0,61.17
FFF,2013J,M,Ireland,Lower Than A Level,,0-35,0,90,N,Pass,-31.0,,145.0,3565.0,12.0,12.0,0.0,83.67
FFF,2013J,M,Ireland,HE Qualification,80-90%,0-35,0,60,N,Fail,-144.0,,53.0,463.0,4.0,4.0,0.0,46.25
FFF,2013J,M,North Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,-149.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0
FFF,2013J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,90,N,Pass,-148.0,,254.0,4010.0,12.0,12.0,0.0,81.83
FFF,2013J,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,-190.0,,127.0,2813.0,12.0,12.0,0.0,68.75
FFF,2013J,F,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-109.0,,182.0,4893.0,12.0,12.0,0.0,87.83
FFF,2013J,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-190.0,,147.0,2824.0,12.0,12.0,0.0,71.58
FFF,2013J,M,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,-136.0,,125.0,2822.0,12.0,12.0,0.0,77.33
FFF,2013J,M,London Region,A Level or Equivalent,70-80%,0-35,0,240,N,Withdrawn,-101.0,-22.0,0.0,0.0,0.0,0.0,0.0,0.0
FFF,2013J,M,South West Region,A Level or Equivalent,30-40%,0-35,0,90,Y,Withdrawn,-149.0,-51.0,0.0,0.0,0.0,0.0,0.0,0.0
FFF,2013J,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,150,N,Fail,-72.0,,77.0,1181.0,7.0,7.0,0.0,82.29
FFF,2013J,M,London Region,A Level or Equivalent,70-80%,35-55,0,90,N,Withdrawn,-29.0,37.0,69.0,607.0,1.0,1.0,0.0,96.0
FFF,2013J,M,South Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass,-149.0,,138.0,2500.0,12.0,12.0,0.0,82.0
FFF,2013J,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,-88.0,-46.0,0.0,0.0,0.0,0.0,0.0,0.0
FFF,2013J,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,N,Distinction,-144.0,,195.0,11622.0,12.0,12.0,0.0,95.5
FFF,2013J,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail,-148.0,,38.0,205.0,1.0,1.0,0.0,46.0
FFF,2013J,M,Ireland,Lower Than A Level,,0-35,0,60,N,Pass,-185.0,,135.0,5983.0,12.0,12.0,0.0,92.5
FFF,2013J,M,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Distinction,-144.0,,178.0,4789.0,12.0,12.0,0.0,92.67
FFF,2013J,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-141.0,91.0,41.0,761.0,4.0,4.0,0.0,79.5
FFF,2013J,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,-67.0,,222.0,5124.0,12.0,12.0,0.0,82.17
FFF,2013J,M,Scotland,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,-107.0,,118.0,1425.0,12.0,12.0,0.0,81.5
FFF,2013J,M,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-153.0,,146.0,3030.0,12.0,12.0,0.0,78.08
FFF,2013J,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,N,Fail,-149.0,,40.0,505.0,2.0,2.0,0.0,78.0
FFF,2013J,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-134.0,,93.0,1526.0,12.0,12.0,0.0,74.67
FFF,2013J,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,-44.0,,13.0,266.0,1.0,1.0,0.0,84.0
FFF,2013J,M,Scotland,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn,-87.0,130.0,57.0,548.0,0.0,0.0,0.0,0.0
FFF,2013J,M,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-60.0,,157.0,4084.0,12.0,12.0,0.0,88.83
FFF,2013J,F,Wales,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-144.0,,193.0,3733.0,12.0,12.0,0.0,77.17
FFF,2013J,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,-95.0,202.0,110.0,3487.0,12.0,12.0,0.0,55.08
FFF,2013J,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,-74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FFF,2013J,M,South Region,Lower Than A Level,90-100%,0-35,0,180,N,Withdrawn,-184.0,97.0,41.0,538.0,4.0,4.0,0.0,68.5
FFF,2013J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-81.0,235.0,24.0,132.0,0.0,0.0,0.0,0.0
FFF,2013J,M,South West Region,Lower Than A Level,10-20,0-35,0,90,N,Pass,-113.0,,243.0,5115.0,12.0,12.0,0.0,87.25
FFF,2013J,M,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-93.0,,26.0,176.0,2.0,2.0,0.0,46.0
FFF,2013J,M,South East Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-134.0,109.0,23.0,130.0,0.0,0.0,0.0,0.0
FFF,2013J,M,London Region,A Level or Equivalent,50-60%,0-35,0,120,N,Distinction,-185.0,,277.0,15729.0,12.0,12.0,0.0,87.08
FFF,2013J,F,Wales,Lower Than A Level,0-10%,0-35,0,150,N,Withdrawn,-174.0,72.0,107.0,2281.0,4.0,4.0,0.0,87.0
FFF,2013J,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-136.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
FFF,2013J,M,North Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-46.0,,22.0,315.0,1.0,1.0,0.0,88.0
FFF,2013J,M,Scotland,Lower Than A Level,90-100%,0-35,0,90,N,Withdrawn,-107.0,93.0,44.0,587.0,2.0,2.0,0.0,68.0
FFF,2013J,F,North Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-100.0,0.0,14.0,26.0,0.0,0.0,0.0,0.0
FFF,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-16.0,,109.0,2672.0,12.0,12.0,0.0,72.5
FFF,2013J,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-148.0,,136.0,3008.0,12.0,12.0,0.0,71.42
FFF,2013J,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-149.0,,86.0,1449.0,12.0,12.0,0.0,77.75
FFF,2013J,F,Wales,A Level or Equivalent,10-20,0-35,0,120,N,Fail,-12.0,,115.0,2805.0,5.0,5.0,0.0,52.2
FFF,2013J,M,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-184.0,,142.0,4060.0,12.0,12.0,0.0,74.08
FFF,2013J,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,240,Y,Withdrawn,-117.0,73.0,62.0,604.0,2.0,2.0,0.0,66.0
FFF,2013J,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-149.0,26.0,63.0,664.0,1.0,1.0,0.0,72.0
FFF,2013J,M,North Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-184.0,,116.0,2814.0,12.0,12.0,0.0,73.75
FFF,2013J,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-30.0,0.0,10.0,85.0,0.0,0.0,0.0,0.0
FFF,2013J,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,-183.0,-171.0,0.0,0.0,0.0,0.0,0.0,0.0
FFF,2013J,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-71.0,,115.0,2094.0,12.0,12.0,0.0,73.75
FFF,2013J,M,Wales,Lower Than A Level,60-70%,0-35,0,120,N,Pass,-164.0,,109.0,1770.0,12.0,12.0,0.0,79.58
FFF,2013J,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,120,N,Fail,-113.0,,29.0,297.0,2.0,2.0,0.0,79.0
FFF,2013J,F,Scotland,A Level or Equivalent,20-30%,0-35,0,150,N,Withdrawn,-107.0,85.0,43.0,388.0,2.0,2.0,0.0,81.0
FFF,2013J,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-38.0,,17.0,105.0,0.0,0.0,0.0,0.0
FFF,2013J,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn,-148.0,25.0,53.0,519.0,1.0,1.0,0.0,62.0
FFF,2013J,M,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Pass,-65.0,,122.0,2811.0,12.0,12.0,0.0,81.42
FFF,2013J,M,Scotland,Lower Than A Level,70-80%,35-55,0,60,N,Fail,-179.0,,0.0,0.0,0.0,0.0,0.0,0.0
FFF,2013J,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,-96.0,,34.0,317.0,0.0,0.0,0.0,0.0
FFF,2013J,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-65.0,,152.0,4617.0,12.0,12.0,0.0,82.58
FFF,2013J,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-117.0,,86.0,1448.0,11.0,11.0,0.0,65.18
FFF,2013J,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-138.0,,191.0,5081.0,12.0,12.0,0.0,82.17
FFF,2013J,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-38.0,,160.0,3457.0,12.0,12.0,0.0,67.75
FFF,2013J,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,90,N,Fail,-144.0,,32.0,218.0,2.0,2.0,0.0,80.0
FFF,2013J,M,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-59.0,,29.0,146.0,1.0,1.0,0.0,66.0
FFF,2013J,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-149.0,,101.0,3551.0,12.0,12.0,0.0,79.33
FFF,2013J,M,Wales,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-165.0,,0.0,0.0,0.0,0.0,0.0,0.0
FFF,2013J,M,London Region,A Level or Equivalent,10-20,0-35,0,240,N,Fail,-65.0,,49.0,335.0,5.0,5.0,0.0,48.6
FFF,2013J,M,London Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,-127.0,,103.0,1419.0,12.0,12.0,0.0,76.17
FFF,2013J,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,-32.0,,163.0,3787.0,12.0,12.0,0.0,91.67
FFF,2013J,M,Scotland,A Level or Equivalent,10-20,0-35,0,90,Y,Withdrawn,-65.0,65.0,19.0,202.0,1.0,1.0,0.0,65.0
FFF,2013J,M,South Region,A Level or Equivalent,50-60%,0-35,0,90,N,Fail,-22.0,,54.0,768.0,2.0,2.0,0.0,58.0
FFF,2013J,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-144.0,,99.0,3360.0,12.0,12.0,0.0,84.42
FFF,2013J,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-144.0,,174.0,3428.0,12.0,12.0,0.0,81.58
FFF,2013J,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,90,N,Withdrawn,-149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FFF,2013J,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-149.0,,70.0,1275.0,12.0,12.0,0.0,71.33
FFF,2013J,M,North Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Withdrawn,-149.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0
FFF,2013J,M,North Region,Lower Than A Level,,0-35,0,60,N,Pass,-144.0,,244.0,5014.0,12.0,12.0,0.0,81.25
FFF,2013J,M,South Region,HE Qualification,90-100%,0-35,0,60,N,Fail,-32.0,,49.0,585.0,2.0,2.0,0.0,79.0
FFF,2013J,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,-90.0,,262.0,4794.0,12.0,12.0,0.0,90.17
FFF,2013J,M,Ireland,Lower Than A Level,,35-55,0,60,N,Pass,-59.0,,252.0,6305.0,12.0,12.0,0.0,74.67
FFF,2013J,M,North Region,HE Qualification,40-50%,0-35,0,120,N,Distinction,-127.0,,147.0,3053.0,12.0,12.0,0.0,92.67
FFF,2013J,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-134.0,,127.0,2369.0,12.0,12.0,0.0,77.08
FFF,2013J,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-177.0,,52.0,598.0,2.0,2.0,0.0,82.0
FFF,2013J,M,South West Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,-149.0,,110.0,2942.0,12.0,12.0,0.0,78.42
FFF,2013J,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,-172.0,,153.0,4547.0,12.0,12.0,0.0,88.42
FFF,2013J,F,South Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,-146.0,-140.0,0.0,0.0,0.0,0.0,0.0,0.0
FFF,2013J,M,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,-127.0,166.0,39.0,265.0,3.0,3.0,0.0,57.0
FFF,2013J,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-144.0,,196.0,6290.0,12.0,12.0,0.0,86.17
FFF,2013J,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-92.0,,168.0,4639.0,12.0,12.0,0.0,67.58
FFF,2013J,F,Scotland,A Level or Equivalent,10-20,0-35,0,90,N,Distinction,-107.0,,166.0,4406.0,12.0,12.0,0.0,83.5
FFF,2013J,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-107.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0
FFF,2013J,M,North Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,13.0,,19.0,79.0,1.0,1.0,0.0,78.0
FFF,2013J,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-169.0,73.0,75.0,1943.0,4.0,4.0,0.0,81.5
FFF,2013J,F,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Distinction,-176.0,,163.0,4398.0,12.0,12.0,0.0,89.08
FFF,2013J,M,London Region,A Level or Equivalent,90-100%,0-35,0,90,N,Withdrawn,-109.0,77.0,5.0,30.0,0.0,0.0,0.0,0.0
FFF,2013J,M,Ireland,A Level or Equivalent,90-100%,0-35,0,90,N,Pass,-149.0,,184.0,4147.0,12.0,12.0,0.0,77.92
FFF,2013J,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,-172.0,98.0,58.0,1255.0,4.0,4.0,0.0,78.5
FFF,2013J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-156.0,,119.0,1392.0,12.0,12.0,0.0,76.17
FFF,2013J,M,Ireland,Lower Than A Level,50-60%,0-35,0,90,N,Fail,-128.0,,60.0,1171.0,5.0,5.0,0.0,53.0
